id,name,age,city,email,signup_date,customer_segment,monthly_spend,is_active
273,Tereza Svoboda,43,Pardubice,tereza.svoboda.273@mail.cz,2025-01-10,standard,1885.96,True
274,Martin Růžička,36,Plzeň,,2023-10-16,premium,592.26,True
275,Nikola Veselý,44,Liberec,nikola.veselý.275@sentinel.test,2022-05-05,standard,1564.98,False
276,Adéla Jelínek,21,Olomouc,adéla.jelínek.276@demo.io,2024-12-10,premium,1740.77,False
277,Martin Němec,42,Ostrava,martin.němec.277@company.cz,2024-08-27,standard,2123.35,True
278,Martin Král,76,Praha,martin.král.278@company.cz,2024-04-25,enterprise,1393.22,True
279,David Veselý,34,Plzeň,david.veselý.279@sentinel.test,2025-08-17,free,2305.57,True
280,Jan Beneš,64,Plzeň,jan.beneš.280@example.com,2023-07-04,enterprise,1684.18,True
281,Jan Kučera,69,Ústí nad Labem,jan.kučera.281@company.cz,2026-01-23,standard,1198.49,True
282,Eva Novák,31,Plzeň,eva.novák.282@example.com,2024-09-07,standard,1739.07,True
283,David Veselý,53,Olomouc,david.veselý.283@sentinel.test,2024-02-19,enterprise,1334.13,True
284,Eva Horák,41,České Budějovice,eva.horák.284@demo.io,2024-08-12,free,2007.04,False
285,Michaela Kučera,41,Olomouc,michaela.kučera.285@demo.io,2022-04-04,standard,1853.13,True
286,Kateřina Beneš,77,Zlín,kateřina.beneš.286@company.cz,2026-01-14,enterprise,737.98,True
287,Michaela Veselý,42,Zlín,michaela.veselý.287@mail.cz,2024-10-19,premium,643.32,False
288,Barbora Král,28,Karlovy Vary,barbora.král.288@sentinel.test,2022-12-13,standard,1800.78,False
289,Lucie Beneš,59,Praha,lucie.beneš.289@company.cz,2022-03-11,free,2362.97,True
290,Jakub Hájek,26,Jihlava,jakub.hájek.290@mail.cz,2022-05-20,standard,22.85,False
291,Veronika Svoboda,57,Jihlava,veronika.svoboda.291@company.cz,2024-09-16,enterprise,39.33,False
292,Jakub Novák,51,Karlovy Vary,jakub.novák.292@sentinel.test,2025-01-02,premium,42.86,False
293,Lucie Dvořák,76,Brno,lucie.dvořák.293@company.cz,2022-11-01,standard,479.83,True
294,Veronika Horák,68,Hradec Králové,veronika.horák.294@example.com,2024-02-04,enterprise,1147.49,True
295,Tereza Němec,61,Brno,tereza.němec.295@example.com,2022-07-11,enterprise,948.16,False
296,Petr Novák,62,Ostrava,petr.novák.296@example.com,2024-10-20,enterprise,1612.27,True
297,Karolína Dvořák,75,České Budějovice,karolína.dvořák.297@example.com,2023-04-16,standard,2253.18,False
298,Kateřina Svoboda,77,Brno,kateřina.svoboda.298@sentinel.test,2025-01-17,free,448.39,True
299,Jakub Kučera,55,Ostrava,jakub.kučera.299@demo.io,2022-06-07,premium,406.13,True
300,Karolína Pospíšil,61,České Budějovice,karolína.pospíšil.300@sentinel.test,2024-02-26,standard,1976.25,True
301,Nikola Marek,21,Brno,nikola.marek.301@demo.io,2023-04-21,free,851.48,False
302,Michaela Novák,58,Liberec,michaela.novák.302@demo.io,2024-10-01,standard,889.53,False
303,Filip Procházka,61,Zlín,filip.procházka.303@demo.io,2022-06-25,premium,1995.14,True
304,Jan Horák,27,Hradec Králové,jan.horák.304@mail.cz,2024-03-08,premium,901.75,True
305,Jakub Němec,46,Olomouc,jakub.němec.305@sentinel.test,2022-07-29,standard,218.24,False
306,Ondřej Beneš,53,České Budějovice,ondřej.beneš.306@demo.io,2022-07-31,free,224.05,True
307,Daniel Pokorný,73,Hradec Králové,daniel.pokorný.307@example.com,2023-08-21,enterprise,969.5,True
308,Adéla Veselý,54,České Budějovice,adéla.veselý.308@mail.cz,2025-11-04,enterprise,423.75,True
309,Eva Horák,49,Ostrava,eva.horák.309@example.com,2022-12-09,enterprise,689.9,True
310,Barbora Novotný,41,Liberec,barbora.novotný.310@mail.cz,2026-01-16,enterprise,1484.52,True
311,Ondřej Dvořák,26,,ondřej.dvořák.311@example.com,2024-03-21,premium,2104.03,False
312,Michaela Král,39,Hradec Králové,michaela.král.312@company.cz,2022-10-06,premium,801.66,True
313,Barbora Pokorný,29,Hradec Králové,barbora.pokorný.313@sentinel.test,2023-08-20,enterprise,2419.41,True
314,Michaela Pospíšil,35,Ústí nad Labem,michaela.pospíšil.314@demo.io,2024-01-18,free,2330.17,True
315,Karolína Beneš,29,Jihlava,karolína.beneš.315@company.cz,2022-02-25,enterprise,2357.44,True
316,Ondřej Němec,71,Karlovy Vary,ondřej.němec.316@example.com,2024-04-17,enterprise,347.95,True
317,Tereza Horák,60,Ostrava,tereza.horák.317@demo.io,2024-02-12,free,1122.67,False
318,Karolína Pospíšil,52,České Budějovice,karolína.pospíšil.318@demo.io,2025-01-18,free,1976.8,True
319,Adéla Novotný,24,Ústí nad Labem,adéla.novotný.319@mail.cz,2025-09-08,premium,415.85,True
320,Karolína Pospíšil,79,Ústí nad Labem,karolína.pospíšil.320@sentinel.test,2024-05-31,free,26.37,True
321,Tereza Růžička,65,České Budějovice,tereza.růžička.321@company.cz,2025-04-03,standard,1114.45,False
322,Ondřej Růžička,27,Olomouc,ondřej.růžička.322@example.com,2024-09-15,free,738.58,True
323,Tomáš Černý,40,Liberec,tomáš.černý.323@sentinel.test,2024-07-21,standard,1302.79,True
324,Barbora Dvořák,46,Karlovy Vary,barbora.dvořák.324@demo.io,2023-10-16,free,750.66,True
325,Jakub Pokorný,59,Brno,jakub.pokorný.325@mail.cz,2023-05-15,standard,1379.78,True
326,Adéla Hájek,79,Pardubice,adéla.hájek.326@mail.cz,2024-04-09,standard,465.97,False
327,David Novák,65,Zlín,david.novák.327@mail.cz,2024-07-09,enterprise,972.09,True
328,Anna Horák,66,Karlovy Vary,anna.horák.328@example.com,2025-03-28,free,1998.76,True
329,Veronika Pokorný,30,Pardubice,veronika.pokorný.329@example.com,2023-06-22,enterprise,1319.29,True
330,Daniel Pospíšil,57,Hradec Králové,daniel.pospíšil.330@company.cz,2022-08-22,premium,879.96,False
331,Daniel Procházka,70,Jihlava,daniel.procházka.331@sentinel.test,2025-06-12,free,1680.28,True
332,Tomáš Veselý,37,Brno,tomáš.veselý.332@mail.cz,2024-02-04,standard,1277.06,False
333,Daniel Černý,54,Hradec Králové,daniel.černý.333@demo.io,2023-01-16,enterprise,1588.75,True
334,Adéla Procházka,49,Liberec,adéla.procházka.334@mail.cz,2023-01-19,premium,2104.96,True
335,Veronika Novák,49,Ostrava,veronika.novák.335@mail.cz,2024-02-26,enterprise,1022.84,False
336,Filip Král,49,Ostrava,filip.král.336@example.com,2025-03-03,free,1989.7,True
337,Eva Svoboda,35,Plzeň,eva.svoboda.337@company.cz,2023-08-15,standard,1951.85,False
338,Adéla Růžička,25,Zlín,adéla.růžička.338@example.com,2023-07-03,premium,1355.11,True
339,Ondřej Beneš,31,Hradec Králové,ondřej.beneš.339@example.com,2025-08-31,standard,744.27,True
340,Ondřej Horák,40,Brno,ondřej.horák.340@demo.io,2022-08-29,standard,524.7,True
341,Daniel Hájek,28,Zlín,daniel.hájek.341@mail.cz,2023-02-28,standard,2013.6,True
342,Adéla Horák,56,České Budějovice,adéla.horák.342@mail.cz,2023-10-25,premium,723.33,True
343,Nikola Dvořák,26,Ústí nad Labem,nikola.dvořák.343@demo.io,2022-05-02,premium,2167.62,True
344,Martin Veselý,27,Karlovy Vary,martin.veselý.344@sentinel.test,2023-05-22,enterprise,1223.65,True
345,Filip Pospíšil,46,Brno,filip.pospíšil.345@example.com,2024-04-05,premium,1736.76,True
346,Ondřej Jelínek,38,Zlín,ondřej.jelínek.346@example.com,2026-02-09,free,1827.33,False
347,Veronika Novotný,68,České Budějovice,veronika.novotný.347@demo.io,2023-03-23,enterprise,2062.12,False
348,Kateřina Pokorný,71,Liberec,kateřina.pokorný.348@sentinel.test,2025-01-25,standard,1415.36,False
349,Michaela Svoboda,20,Brno,michaela.svoboda.349@demo.io,2022-02-03,free,2323.58,True
350,Ondřej Král,18,Hradec Králové,ondřej.král.350@mail.cz,2025-11-11,standard,2205.37,True
351,Lucie Horák,23,Jihlava,lucie.horák.351@sentinel.test,2023-05-28,free,929.61,True
352,Petr Pospíšil,58,Liberec,petr.pospíšil.352@mail.cz,2024-05-29,free,1759.25,True
353,Anna Jelínek,22,Ostrava,anna.jelínek.353@company.cz,2023-04-09,enterprise,23.22,True
354,Tomáš Hájek,62,Ostrava,tomáš.hájek.354@demo.io,2022-05-26,standard,957.67,True
355,Tomáš Pokorný,41,Liberec,tomáš.pokorný.355@mail.cz,2024-02-23,standard,1603.94,True
356,Jan Růžička,54,Praha,jan.růžička.356@company.cz,2025-08-24,standard,1100.25,True
357,Martin Hájek,57,Jihlava,martin.hájek.357@demo.io,2023-03-21,free,2241.48,True
358,Tomáš Pospíšil,40,Hradec Králové,tomáš.pospíšil.358@sentinel.test,2022-10-14,standard,692.42,True
359,Tereza Beneš,56,Zlín,tereza.beneš.359@company.cz,2023-08-07,free,2119.73,True
360,Anna Růžička,56,České Budějovice,anna.růžička.360@mail.cz,2024-03-13,premium,1615.42,True
361,Barbora Pospíšil,25,Plzeň,barbora.pospíšil.361@demo.io,2025-07-30,free,1320.72,True
362,Veronika Pokorný,26,Hradec Králové,veronika.pokorný.362@company.cz,2024-05-11,premium,1365.89,True
363,Barbora Novotný,19,Zlín,barbora.novotný.363@example.com,2022-01-29,premium,539.36,True
364,David Růžička,36,Jihlava,david.růžička.364@company.cz,2024-04-30,enterprise,1754.53,True
365,Adéla Beneš,57,Ostrava,adéla.beneš.365@sentinel.test,2022-06-21,premium,197.55,True
366,Martin Beneš,38,Hradec Králové,martin.beneš.366@company.cz,2025-07-23,free,775.42,False
367,Tereza Svoboda,33,Brno,tereza.svoboda.367@demo.io,2022-08-26,enterprise,1530.74,True
368,Eva Procházka,25,Praha,eva.procházka.368@mail.cz,2025-12-07,free,409.58,True
369,Nikola Růžička,68,Karlovy Vary,nikola.růžička.369@sentinel.test,2022-12-08,premium,317.33,True
370,Tomáš Novák,39,Ústí nad Labem,tomáš.novák.370@demo.io,2023-07-12,free,657.37,True
371,Barbora Král,50,Olomouc,barbora.král.371@example.com,2024-10-20,standard,919.22,True
372,Tomáš Dvořák,32,Karlovy Vary,tomáš.dvořák.372@company.cz,2022-01-06,free,2146.72,True
373,Tereza Svoboda,48,Olomouc,tereza.svoboda.373@demo.io,2022-11-04,standard,2327.9,True
374,Adéla Hájek,32,Olomouc,adéla.hájek.374@mail.cz,2024-05-02,premium,678.14,True
375,Karolína Marek,25,České Budějovice,karolína.marek.375@example.com,2023-01-03,standard,2010.85,True
376,David Novotný,74,Pardubice,david.novotný.376@sentinel.test,2023-09-29,premium,215.96,False
377,Jakub Marek,30,Liberec,jakub.marek.377@company.cz,2023-09-15,standard,1159.82,False
378,Anna Beneš,66,Ústí nad Labem,anna.beneš.378@mail.cz,2022-11-05,free,2330.99,True
379,Tereza Beneš,40,Jihlava,tereza.beneš.379@example.com,2023-11-18,free,1897.32,False
380,Eva Dvořák,31,České Budějovice,eva.dvořák.380@mail.cz,2024-05-09,enterprise,2402.96,True
381,Kateřina Novotný,20,Plzeň,kateřina.novotný.381@company.cz,2024-04-25,premium,1146.15,True
382,Karolína Dvořák,50,Ostrava,karolína.dvořák.382@demo.io,2022-06-03,free,1087.46,True
383,Tereza Němec,34,Olomouc,tereza.němec.383@demo.io,2025-12-06,premium,795.14,True
384,Tereza Novotný,78,Plzeň,tereza.novotný.384@mail.cz,2025-04-12,free,388.53,True
385,Ondřej Král,38,Hradec Králové,ondřej.král.385@example.com,2025-01-02,premium,2411.59,True
386,Ondřej Němec,47,Liberec,ondřej.němec.386@example.com,2022-07-05,standard,2018.99,True
387,Daniel Svoboda,31,Olomouc,daniel.svoboda.387@mail.cz,2022-07-06,standard,2421.0,False
388,Nikola Svoboda,61,Liberec,nikola.svoboda.388@sentinel.test,2022-12-23,free,2380.24,False
389,Adéla Beneš,33,Brno,adéla.beneš.389@demo.io,2022-07-28,standard,303.63,True
390,Tereza Černý,30,Hradec Králové,tereza.černý.390@sentinel.test,2025-11-06,free,1455.81,True
391,Jan Novák,22,Plzeň,jan.novák.391@demo.io,2022-09-21,free,2262.69,True
392,Tomáš Svoboda,78,Pardubice,tomáš.svoboda.392@example.com,2022-12-11,enterprise,2054.21,False
393,Barbora Novák,42,Jihlava,barbora.novák.393@demo.io,2022-12-20,premium,536.79,True
394,Kateřina Horák,46,Ostrava,kateřina.horák.394@example.com,2025-06-11,standard,1618.2,False
395,Filip Beneš,48,Praha,filip.beneš.395@example.com,2023-07-27,enterprise,343.09,True
396,Nikola Veselý,58,Ústí nad Labem,nikola.veselý.396@company.cz,2022-02-09,enterprise,1954.79,True
397,Barbora Beneš,68,Pardubice,barbora.beneš.397@sentinel.test,2025-03-04,premium,970.95,True
398,Jakub Pokorný,,Plzeň,jakub.pokorný.398@example.com,2023-07-30,free,2021.63,False
399,Nikola Marek,67,Zlín,nikola.marek.399@mail.cz,2022-11-23,free,619.64,True
400,Kateřina Beneš,70,Ústí nad Labem,kateřina.beneš.400@example.com,2023-03-26,enterprise,887.01,True
401,Lucie Veselý,55,Olomouc,lucie.veselý.401@sentinel.test,2025-04-26,free,1758.63,True
402,Karolína Černý,54,Plzeň,karolína.černý.402@demo.io,2025-01-15,premium,438.89,True
403,Jan Svoboda,32,Zlín,jan.svoboda.403@mail.cz,2022-02-10,enterprise,1.71,True
404,Martin Pokorný,63,Ostrava,martin.pokorný.404@sentinel.test,2022-05-02,free,369.28,True
405,Tomáš Růžička,73,Olomouc,tomáš.růžička.405@example.com,2024-02-05,enterprise,1465.04,True
406,Eva Pokorný,26,Ostrava,eva.pokorný.406@demo.io,2025-08-02,enterprise,1622.95,True
407,Adéla Marek,32,Jihlava,adéla.marek.407@company.cz,2022-12-26,enterprise,767.06,True
408,Martin Procházka,64,Praha,martin.procházka.408@company.cz,2024-03-12,free,455.2,True
409,Daniel Veselý,58,Zlín,daniel.veselý.409@example.com,2024-10-13,standard,827.92,True
410,Tereza Marek,80,Olomouc,tereza.marek.410@mail.cz,2025-07-26,free,2054.15,True
411,Ondřej Novák,34,Plzeň,,2025-11-20,free,876.2,True
412,Jakub Svoboda,42,Pardubice,jakub.svoboda.412@demo.io,2022-12-07,enterprise,1232.7,False
413,Veronika Beneš,42,Brno,veronika.beneš.413@demo.io,2025-03-29,standard,406.64,True
414,Petr Němec,19,Olomouc,petr.němec.414@sentinel.test,2022-08-03,free,854.52,False
415,Lucie Novotný,53,Brno,lucie.novotný.415@sentinel.test,2025-05-01,enterprise,1761.26,False
416,Lucie Hájek,28,Praha,lucie.hájek.416@example.com,2023-11-10,standard,2436.0,False
417,Adéla Beneš,34,Jihlava,adéla.beneš.417@sentinel.test,2023-09-02,standard,239.79,False
418,Karolína Beneš,71,Pardubice,karolína.beneš.418@mail.cz,2022-04-22,premium,9.54,True
419,Eva Jelínek,30,Brno,eva.jelínek.419@example.com,2023-02-28,standard,1595.48,True
420,Barbora Dvořák,37,Ústí nad Labem,barbora.dvořák.420@demo.io,2024-08-22,enterprise,2237.19,True
421,Jan Beneš,42,Ostrava,invalid-email-421,2024-02-21,premium,466.46,True
422,Kateřina Král,47,Liberec,kateřina.král.422@mail.cz,2023-07-05,free,377.83,True
423,Jan Marek,69,České Budějovice,jan.marek.423@demo.io,2025-04-22,standard,1384.0,False
424,Nikola Hájek,79,České Budějovice,nikola.hájek.424@demo.io,2025-03-18,standard,1190.66,True
425,David Svoboda,50,Zlín,david.svoboda.425@company.cz,2025-03-16,standard,300.7,False
426,Lucie Procházka,80,Plzeň,lucie.procházka.426@mail.cz,2022-09-16,free,1058.44,False
427,Anna Černý,71,Zlín,anna.černý.427@sentinel.test,2023-10-17,free,217.57,False
428,Adéla Pokorný,72,Liberec,adéla.pokorný.428@company.cz,2024-07-27,free,1966.38,False
429,Tomáš Hájek,27,Ostrava,tomáš.hájek.429@company.cz,2025-04-19,free,2312.32,True
430,Eva Beneš,74,Olomouc,eva.beneš.430@demo.io,2023-06-25,enterprise,1636.97,False
431,Petr Procházka,35,Hradec Králové,petr.procházka.431@mail.cz,2025-06-20,enterprise,96.96,True
432,Tereza Svoboda,65,Pardubice,tereza.svoboda.432@sentinel.test,2024-02-02,free,844.67,True
433,Eva Horák,71,Pardubice,eva.horák.433@example.com,2023-04-12,standard,751.2,False
434,Michaela Horák,64,Hradec Králové,michaela.horák.434@company.cz,2025-08-15,free,469.84,True
435,Filip Jelínek,66,České Budějovice,filip.jelínek.435@sentinel.test,2022-04-26,standard,164.04,False
436,Martin Růžička,74,Zlín,martin.růžička.436@example.com,2022-12-22,standard,2187.95,True
437,Petr Veselý,20,Pardubice,petr.veselý.437@example.com,2024-01-09,standard,684.94,False
438,Nikola Pospíšil,58,Brno,nikola.pospíšil.438@example.com,2023-05-11,premium,1221.97,False
439,Lucie Jelínek,55,České Budějovice,lucie.jelínek.439@sentinel.test,2023-12-07,standard,2094.13,True
440,Jan Němec,19,Hradec Králové,jan.němec.440@example.com,2022-11-30,standard,2142.78,True
441,Anna Horák,59,Hradec Králové,anna.horák.441@company.cz,2022-02-11,free,1185.24,True
442,Lucie Novák,32,Liberec,lucie.novák.442@company.cz,2023-09-18,premium,1059.52,False
443,Veronika Král,34,Plzeň,veronika.král.443@demo.io,2023-09-11,enterprise,1461.22,True
444,Nikola Marek,53,Jihlava,nikola.marek.444@company.cz,2025-06-01,premium,746.19,True
445,Barbora Novotný,39,Liberec,barbora.novotný.445@sentinel.test,2023-07-22,premium,1640.3,True
446,Anna Černý,51,Ústí nad Labem,anna.černý.446@mail.cz,2022-04-27,enterprise,1651.33,True
447,Jakub Jelínek,36,Liberec,jakub.jelínek.447@demo.io,2024-04-08,enterprise,1841.83,True
448,Michaela Veselý,61,České Budějovice,michaela.veselý.448@demo.io,2025-10-07,premium,1268.29,True
449,Adéla Procházka,36,Brno,adéla.procházka.449@demo.io,2022-09-20,premium,1812.97,True
450,Michaela Novotný,32,Olomouc,michaela.novotný.450@mail.cz,2023-09-21,enterprise,1970.23,True
451,Veronika Horák,55,Liberec,veronika.horák.451@demo.io,2022-08-30,enterprise,134.19,True
452,Barbora Kučera,50,Brno,barbora.kučera.452@demo.io,2024-12-21,premium,1032.77,True
453,Martin Kučera,39,Hradec Králové,martin.kučera.453@company.cz,2024-07-26,standard,790.96,True
454,Jan Jelínek,39,Jihlava,jan.jelínek.454@mail.cz,2023-10-04,free,11.78,True
455,Anna Procházka,54,Ústí nad Labem,anna.procházka.455@mail.cz,2024-09-29,free,323.51,False
456,Filip Pospíšil,45,Pardubice,filip.pospíšil.456@demo.io,2022-01-10,free,1334.46,True
457,Jakub Pokorný,66,České Budějovice,jakub.pokorný.457@mail.cz,2022-02-06,free,1566.72,True
458,Tereza Marek,37,Ostrava,tereza.marek.458@example.com,2024-02-25,premium,417.55,True
459,Eva Němec,47,Karlovy Vary,eva.němec.459@company.cz,2025-05-06,premium,1084.16,True
460,Michaela Jelínek,40,Ústí nad Labem,michaela.jelínek.460@mail.cz,2022-12-04,enterprise,47.81,True
461,Martin Kučera,64,Praha,martin.kučera.461@company.cz,2024-10-30,standard,307.9,True
462,David Horák,67,České Budějovice,david.horák.462@company.cz,2022-04-10,free,1654.92,True
463,Petr Dvořák,44,Pardubice,petr.dvořák.463@demo.io,2022-09-11,premium,1185.99,True
464,Anna Novák,37,Hradec Králové,anna.novák.464@example.com,2025-09-18,premium,1556.99,True
465,Filip Dvořák,50,Karlovy Vary,filip.dvořák.465@company.cz,2022-08-30,premium,285.03,True
466,Barbora Kučera,56,Plzeň,barbora.kučera.466@sentinel.test,2024-12-07,standard,894.8,False
467,Eva Procházka,20,České Budějovice,eva.procházka.467@demo.io,2023-03-02,enterprise,826.51,True
468,Jakub Novotný,76,Brno,jakub.novotný.468@company.cz,2025-10-02,enterprise,372.86,True
469,Nikola Novotný,64,Karlovy Vary,nikola.novotný.469@example.com,2023-06-09,standard,1141.88,True
470,Kateřina Král,21,Brno,kateřina.král.470@mail.cz,2022-03-22,premium,900.54,True
471,Filip Dvořák,24,Ústí nad Labem,filip.dvořák.471@example.com,2022-01-20,standard,1658.39,True
472,Michaela Marek,75,Pardubice,michaela.marek.472@company.cz,2023-07-04,free,931.56,True
473,Lucie Dvořák,43,Hradec Králové,lucie.dvořák.473@demo.io,2023-07-11,enterprise,1724.76,False
474,Filip Procházka,25,Ostrava,filip.procházka.474@example.com,2022-11-23,free,1040.07,False
475,Karolína Král,29,Zlín,karolína.král.475@demo.io,2024-01-05,free,2156.44,True
476,Barbora Jelínek,25,Hradec Králové,barbora.jelínek.476@demo.io,2022-04-05,free,654.03,True
477,Jakub Růžička,67,Karlovy Vary,jakub.růžička.477@company.cz,2026-01-22,standard,2444.74,True
478,Nikola Růžička,62,Karlovy Vary,nikola.růžička.478@company.cz,2022-07-15,enterprise,1654.28,True
479,Barbora Marek,60,Jihlava,barbora.marek.479@demo.io,2022-11-01,free,29.11,True
